neighborhood,city,current_price,baseline_cagr,recovery_cagr,peak_price_2022,distance_from_peak,median_nightly_rate,median_monthly_str_income,median_bedrooms,occupancy_rate,listing_count,monthly_mortgage,monthly_property_tax,monthly_insurance,monthly_maintenance,monthly_base_costs,str_utilities,str_cleaning,str_supplies,str_platform_fees,str_additional_costs,str_total_costs,str_monthly_cash_flow,str_annual_cash_flow,str_cash_on_cash_return,estimated_ltr_rent,ltr_effective_rent,ltr_monthly_cash_flow,ltr_annual_cash_flow,ltr_cash_on_cash_return,str_total_invested,str_cumulative_cash_flow,str_appreciation_gain,str_principal_paydown,str_total_return,str_roi_pct,str_annualized_roi,ltr_total_invested,ltr_cumulative_cash_flow,ltr_appreciation_gain,ltr_principal_paydown,ltr_total_return,ltr_roi_pct,ltr_annualized_roi,metro,metro_display,state,has_str_data
South Manchaca,Austin,451888.95590137626,5.450963341380355,-6.228582726272391,611519.1011135924,-26.103869024127857,130.0,1611.1999999999998,2.0,60.63829787234043,17,2405.1427992408094,828.4630858191898,188.28706495890677,376.57412991781354,3798.4670799367195,200,300,75,48.33599999999999,623.336,4421.80307993672,-2810.60307993672,-33727.23695924064,-37.31805847297752,2937.278213358946,2702.29595629023,-1096.1711236464894,-13154.053483757873,-14.554519768600754,103934.45985731656,-168636.1847962032,84813.36869575275,21214.957855707675,-62607.85824474276,-60.237825193580804,-16.84391661659167,103934.45985731656,-71246.59663952436,84813.36869575275,21214.957855707675,34781.72991193607,33.46506053880991,5.943305128393472,austin,"Austin, TX",TX,True
Crestview,Austin,575651.5576795187,5.660040866741722,-5.940751677305311,779307.1599935329,-26.132905325251244,138.5,1082.3254332552692,2.0,38.50621186502977,36,3063.859341423735,1055.3611890791176,239.85481569979947,479.70963139959895,4838.784977602251,200,300,75,32.46976299765807,607.4697629976581,5446.254740599909,-4363.929307344641,-52367.15168813569,-45.485112469104045,3453.9093460771123,3177.5965983909437,-1661.1883792113076,-19934.26055053569,-17.314519768600757,132399.85826628932,-261835.75844067844,108041.9142007376,27025.27551571501,-126768.56872422583,-95.74675561152222,-46.82052230897455,132399.85826628932,-107970.38513678449,108041.9142007376,27025.27551571501,27096.804579668125,20.465886394809925,3.7941355214250905,austin,"Austin, TX",TX,True
Sweetbriar,Austin,340626.54660151375,4.998180220435522,-6.973823968962534,467197.55306082405,-27.09153882123011,0.0,0.0,0.0,0.0,0,1812.9575310260411,624.4820021027751,141.92772775063074,283.8554555012615,2863.2227163807083,200,300,75,0.0,575.0,3438.2227163807083,-3438.2227163807083,-41258.672596568504,-60.56291414778584,2214.0725529098395,2036.9467486770525,-826.2759677036559,-9915.311612443871,-14.554519768600747,78344.10571834816,-206293.36298284252,63930.938136891054,15991.490246253117,-126370.93459969835,-161.30241508405186,-100.0,78344.10571834816,-53704.52597590972,63930.938136891054,15991.490246253117,26217.902407234455,33.465060538809915,5.943305128393472,austin,"Austin, TX",TX,True
Pecan Springs-Springdale,Austin,422136.5359162269,6.1132985490437886,-7.080394966549253,578197.6862750545,-26.990967633272,0.0,0.0,0.0,0.0,0,2246.7879252108987,773.9169825130826,175.8902232984279,351.7804465968558,3548.3755776192647,200,300,75,0.0,575.0,4123.375577619265,-4123.375577619265,-49480.50693143118,-58.60723098041743,2743.887483455475,2524.376484779037,-1023.9990928402276,-12287.989114082731,-14.554519768600752,97091.40326073219,-247402.5346571559,79229.2469046858,19818.162630139035,-148355.12512233105,-152.79944479114565,-100.0,97091.40326073219,-66555.71265564072,79229.2469046858,19818.162630139035,32491.69687918412,33.46506053880995,5.943305128393472,austin,"Austin, TX",TX,True
Mueller,Austin,690115.5240232899,7.585148441120015,-2.1243837831643297,815472.6541737524,-15.37232787744134,150.0,817.7258426966291,2.0,30.612244897959183,59,3673.08464075667,1265.211794042698,287.54813500970414,575.0962700194083,5800.940839828481,200,300,75,24.531775280898874,599.5317752808988,6400.47261510938,-5582.746772412751,-66992.96126895302,-48.537497662994284,4140.693144139739,3809.43769260856,-1991.5031472199212,-23898.037766639056,-17.314519768600764,158726.57052535668,-334964.8063447651,129525.23317348817,32399.047523788235,-173040.5256474887,-109.01799558495809,-100.0,158726.57052535668,-129439.48109517913,129525.23317348817,32399.047523788235,32484.79960209728,20.465886394809875,3.7941355214250905,austin,"Austin, TX",TX,True
Shady Hollow,Austin,665466.9585944712,4.624157384891747,-2.907229450798199,812850.4065704406,-18.131681645803223,108.5,706.5038596491228,2.0,21.79037336932074,8,3541.8946240976265,1220.0227574231972,277.27789941436305,554.5557988287261,5593.7510797639125,200,300,75,21.195115789473682,596.1951157894737,6189.946195553386,-5483.442335904263,-65801.30803085116,-49.43995128610871,3992.8017515668275,3673.3776114414813,-1920.373468322431,-23044.481619869173,-17.314519768600746,153057.4004767284,-329006.5401542558,124899.03498865792,31241.864392961317,-172865.64077263657,-112.94170698980344,-100.0,153057.4004767284,-124816.34568120277,124899.03498865792,31241.864392961317,31324.553700416465,20.465886394809903,3.7941355214250905,austin,"Austin, TX",TX,True
South River City,Austin,785747.2610571083,5.946904637665806,-6.673187527280621,1066627.6723000214,-26.33350123358762,0.0,0.0,0.0,0.0,0,4182.07690689202,1440.5366452713652,327.3946921071285,654.789384214257,6604.79762848477,200,300,75,0.0,575.0,7179.79762848477,-7179.79762848477,-86157.57154181725,-54.825244586856606,5107.357196871204,4698.768621121508,-1906.0290073632623,-22872.348088359147,-14.554519768600747,180721.8700431349,-430787.85770908627,147474.00059995893,36888.69756799808,-246425.15954112925,-136.3560256887073,-100.0,180721.8700431349,-123884.01495115255,147474.00059995893,36888.69756799808,60478.683216804464,33.46506053880991,5.943305128393472,austin,"Austin, TX",TX,True
Bouldin Creek,Austin,805086.1480491905,5.890098371858521,-7.782658303544876,1133007.1369395156,-28.94253515261226,140.0,1696.7441860465117,2.0,31.16883116883117,173,4285.006585050585,1475.9912714235159,335.4525616871627,670.9051233743254,6767.3555415355895,200,300,75,50.902325581395345,625.9023255813953,7393.257867116985,-5696.5136810704735,-68358.16417284569,-42.45394380370647,5233.059962319739,4814.41516533416,-1952.94037620143,-23435.28451441716,-14.554519768600757,185169.81405131382,-341790.8208642284,151103.64485482522,37796.60573250486,-152890.57027689833,-82.56776141414154,-29.48676620318793,185169.81405131382,-126933.06021545631,151103.64485482522,37796.60573250486,61967.190371873774,33.46506053880984,5.94330512839345,austin,"Austin, TX",TX,True
Central East Austin,Austin,532189.243320804,6.191663064190944,-8.380357469097211,758128.6999733787,-29.802256089303636,171.0,1994.814332247557,2.0,39.473684210526315,147,2832.5346519108152,975.680279421474,221.745518050335,443.49103610067,4473.451485483294,200,300,75,59.84442996742671,634.8444299674267,5108.295915450721,-3113.4815832031636,-37361.77899843796,-35.101967455509296,3193.135459924824,2937.684623130838,-1535.766862352456,-18429.20234822947,-17.31451976860075,122403.52596378492,-186808.89499218983,99884.63298388722,24984.838024622877,-61939.423983679735,-50.60264685676255,-13.155816615597093,122403.52596378492,-99818.50444152029,99884.63298388722,24984.838024622877,25050.96656698981,20.465886394809857,3.7941355214250905,austin,"Austin, TX",TX,True
Hyde Park,Austin,684862.1349785138,4.171540170340582,-4.59510979785377,872850.3923817965,-21.537282797147906,100.0,1926.2545454545452,1.0,60.0,97,3645.123898039578,1255.5805807939419,285.3592229077141,570.7184458154283,5756.782147556662,200,300,75,57.78763636363635,632.7876363636364,6389.569783920298,-4463.315238465752,-53559.78286158903,-39.10260191510614,4109.172809871083,3780.4389850813964,-1976.3431624752652,-23716.117949703184,-17.31451976860075,157518.29104505817,-267798.9143079452,128539.24399154831,32152.41519137757,-107107.25512501929,-67.99670972457493,-20.376928603838394,157518.29104505817,-128454.14468659832,128539.24399154831,32152.41519137757,32237.514496327567,20.465886394809864,3.7941355214250905,austin,"Austin, TX",TX,True
Govalle,Austin,525933.4405336132,8.067411255642254,-6.997525461688225,718665.5893219287,-26.818057195442048,126.0,1790.6849315068494,2.0,58.307210031347964,127,2799.23864228148,964.2113076449574,219.1389335556722,438.2778671113444,4420.8667505934545,200,300,75,53.72054794520548,628.7205479452055,5049.5872985386595,-3258.90236703181,-39106.828404381726,-37.17849578523078,3155.6006432016793,2903.152591745545,-1517.7141588479094,-18212.56990617491,-17.314519768600753,120964.69132273104,-195534.14202190863,98710.504469904,24691.145092430816,-72132.49245957381,-59.63103089902984,-16.59164965068094,120964.69132273104,-98645.15325839227,98710.504469904,24691.145092430816,24756.49630394255,20.465886394809853,3.7941355214250905,austin,"Austin, TX",TX,True
St. Edwards,Austin,548742.8285488585,6.56586023186394,-9.205803639971421,814477.2971633854,-32.62638130491931,80.0,1300.2148867313915,1.0,67.9245283018868,17,2920.639784361903,1006.0285190062406,228.64284522869104,457.2856904573821,4612.596839054217,200,300,75,39.00644660194175,614.0064466019418,5226.603285656159,-3926.388398924767,-47116.66078709721,-42.93145926999761,3292.456971293151,3029.0604135896992,-1583.5364254645174,-19002.43710557421,-17.314519768600753,126210.85056623747,-235583.30393548604,102991.5142405515,25761.983844160626,-106829.8058507739,-84.64391561540735,-31.252628488273682,126210.85056623747,-102923.3287899027,102991.5142405515,25761.983844160626,25830.169294809428,20.465886394809885,3.7941355214250905,austin,"Austin, TX",TX,True
Highland,Austin,408577.27285485406,5.162790467064027,-8.53750142546178,591119.9396104257,-30.880816992212335,109.0,1216.4198895027625,1.0,48.06371329019413,52,2174.6198328307205,749.0583335672324,170.2405303561892,340.4810607123784,3434.39975746652,200,300,75,36.49259668508287,611.4925966850828,4045.892354151603,-2829.4724646488403,-33953.66957578609,-41.551099181975346,2655.7522735565512,2443.2920916720273,-991.1076657944927,-11893.291989533913,-14.554519768600748,93972.77275661644,-169768.34787893045,76684.3589134026,19181.592095177213,-73902.39687035064,-78.6423500153105,-26.563715955485524,93972.77275661644,-64417.905715579815,76684.3589134026,19181.592095177213,31448.045292999996,33.46506053880995,5.943305128393472,austin,"Austin, TX",TX,True
North Loop,Austin,495123.5564085662,4.5674067486753955,-6.48326923559096,664426.577109807,-25.48107293324915,36.5,206.655737704918,1.0,21.279003961516693,170,2635.2555000048783,907.7265200823713,206.30148183690258,412.60296367380516,4161.886465597957,200,300,75,6.1996721311475405,581.1996721311475,4743.086137729104,-4536.430400024186,-54437.16480029024,-54.97331332319983,3218.3031166556802,2960.838867323226,-1201.0475982747307,-14412.571179296769,-14.554519768600747,113878.41797397022,-272185.8240014512,92927.91114106565,23244.704800593376,-156013.20805979217,-136.9998028032431,-100.0,113878.41797397022,-78063.13442603091,92927.91114106565,23244.704800593376,38109.48151562811,33.4650605388099,5.943305128393472,austin,"Austin, TX",TX,True
Upper Boggy Creek,Austin,565524.9646797098,5.63029651568947,-4.975447198506067,728774.8225785646,-22.400589707701645,108.0,2219.2,1.0,74.34402332361516,37,3009.9613607002393,1036.795768579468,235.63540194987908,471.27080389975816,4753.663335129345,200,300,75,66.576,641.576,5395.239335129345,-3176.039335129345,-38112.47202155214,-33.69654250642806,3393.1497880782586,3121.697805031998,-1631.9655300973468,-19583.586361168163,-17.314519768600757,130070.74187633325,-190562.3601077607,106141.29137181386,26549.85950718628,-57871.20922876056,-44.49210359988759,-11.10630599625746,130070.74187633325,-106071.02061370344,106141.29137181386,26549.85950718628,26620.1302652967,20.46588639480983,3.7941355214250683,austin,"Austin, TX",TX,True
Rosewood,Austin,505223.37883570074,6.810281092781234,-7.158653434487173,691498.2760948763,-26.937868639547837,138.0,1886.896551724138,2.0,44.74576271186441,57,2689.0109964979924,926.2428611987847,210.50974118154195,421.0194823630839,4246.783081241403,200,300,75,56.606896551724134,631.6068965517242,4878.389977793127,-2991.4934260689897,-35897.92111282788,-35.52678143631782,3031.3402730142047,2788.8330511730683,-1457.9500300683349,-17495.40036082002,-17.314519768600753,116201.37713221117,-179489.60556413938,94823.50950010394,23718.864003520517,-60947.232060514914,-52.44966416462569,-13.815192146296695,116201.37713221117,-94760.7316705416,94823.50950010394,23718.864003520517,23781.64183308286,20.465886394809825,3.7941355214250683,austin,"Austin, TX",TX,True
Hancock,Austin,577277.259718095,4.375331048328146,-4.888329246594592,733371.1334188444,-21.284431113761993,122.0,1101.4153846153845,1.0,23.70820668693009,57,3072.512010405196,1058.3416428165074,240.53219154920623,481.06438309841246,4852.450227869323,200,300,75,33.04246153846153,608.0424615384616,5460.492689407784,-4359.077304792399,-52308.92765750879,-45.30658949137638,3463.66355830857,3186.5704736438843,-1665.8797542254383,-19990.55705070526,-17.314519768600757,132773.76973516186,-261544.63828754396,108347.03621044056,27101.597806366102,-126096.00427073729,-94.97056875183674,-45.00746053465714,132773.76973516186,-108275.305140702,108347.03621044056,27101.597806366102,27173.32887610467,20.465886394809868,3.7941355214250905,austin,"Austin, TX",TX,True
MLK,Austin,484028.8527077213,6.220036086479452,-6.259796545323681,640946.0875790365,-24.4821269545491,94.0,1476.4075471698113,1.0,54.37499999999999,101,2576.2048275613115,887.3862299641556,201.6786886282172,403.3573772564344,4068.6271234101187,200,300,75,44.29222641509434,619.2922264150943,4687.919349825213,-3211.511802655402,-38538.141631864826,-39.809756604670746,3146.1875426001884,2894.4925391921734,-1174.1345842179453,-14089.615010615344,-14.554519768600752,111326.6361227759,-192690.70815932413,90845.58719120733,22723.8386268107,-79121.2823413061,-71.07129533137754,-21.969247059637233,111326.6361227759,-76313.89964371054,90845.58719120733,22723.8386268107,37255.526174307495,33.46506053880984,5.94330512839345,austin,"Austin, TX",TX,True
Mckinney,Austin,299129.8562620098,5.173727216539392,-7.620374670370222,418006.4173868525,-28.438932078601553,0.0,0.0,0.0,0.0,0,1592.0947180296428,548.4047364803513,124.63744010917077,249.27488021834154,2514.411774837506,200,300,75,0.0,575.0,3089.411774837506,-3089.411774837506,-37072.94129805007,-61.96797230694624,2393.0388500960785,2201.5957420883924,-312.8160327491137,-3753.792392989364,-6.274519768600752,68799.86694026226,-185364.70649025036,56142.577630497224,14043.333458601817,-115178.79540115132,-167.4113636021405,-100.0,68799.86694026226,-20331.75042370468,56142.577630497224,14043.333458601817,49854.16066539436,72.4625829708099,11.516460668310202,austin,"Austin, TX",TX,True
Galindo,Austin,618464.3717076103,6.679154338107796,-7.499201972413272,857528.6284820205,-27.878282874076955,147.0,1059.4858948801477,2.0,22.36111111111111,54,3291.727117411988,1133.8513481306188,257.6934882115043,515.3869764230086,5198.65893017712,200,300,75,31.78457684640443,606.7845768464044,5805.443507023525,-4745.957612143377,-56951.491345720526,-46.042661429691314,3710.786230245662,3413.923331826009,-1784.735598351111,-21416.82718021333,-17.314519768600757,142246.80549275037,-284757.45672860264,116077.29310001677,29035.22073218634,-139644.94289639953,-98.1708815271191,-55.07910844965256,142246.80549275037,-116000.44421981066,116077.29310001677,29035.22073218634,29112.069612392457,20.46588639480987,3.7941355214250905,austin,"Austin, TX",TX,True
Southeast,Austin,319841.5796415619,7.91670664228028,-8.115995078856475,461649.16920747334,-30.717609610206097,113.5,0.0,1.5,0.0,8,1702.3312079806585,586.3762293428634,133.2673248506508,266.5346497013016,2688.509411875474,200,300,75,0.0,575.0,3263.509411875474,-3263.509411875474,-39162.112942505686,-61.221109816918805,2078.970267670152,1912.65264625654,-775.8567656189341,-9310.281187427208,-14.554519768600752,73563.56331755924,-195810.56471252843,60029.88447518536,15015.692558947194,-120764.98767839588,-164.16413538462987,-100.0,73563.56331755924,-50427.486035405585,60029.88447518536,15015.692558947194,24618.09099872697,33.46506053880993,5.943305128393472,austin,"Austin, TX",TX,True
Rosedale,Austin,809782.8436320666,4.721080626460816,-4.632700969628456,1032151.4073977364,-21.544180647518196,136.0,1342.1886792452829,2.0,42.10526315789473,41,4310.004371373661,1484.6018799921221,337.40951818002776,674.8190363600555,6806.834805905866,200,300,75,40.265660377358486,615.2656603773585,7422.100466283225,-6079.911787037941,-72958.9414444553,-45.048460842426145,5263.588483608432,4842.501404919758,-1964.3334009861082,-23572.0008118333,-14.554519768600757,186250.05403537533,-364794.7072222765,151985.15029752324,38017.102820452186,-174792.45410430105,-93.8482702781401,-42.74684166349413,186250.05403537533,-127673.55978147102,151985.15029752324,38017.102820452186,62328.69333650441,33.46506053880985,5.94330512839345,austin,"Austin, TX",TX,True
University Hills,Austin,443626.6167997925,6.475328772111011,-8.422563773021018,637798.2109345526,-30.44404810265059,109.0,847.00717674574,2.0,29.217499187664316,26,2361.1671606784075,813.3154641329529,184.84442366658024,369.6888473331605,3729.015895811101,200,300,75,25.4102153023722,600.4102153023722,4329.426111113473,-3482.4189343677326,-41789.027212412795,-47.099323654053954,2883.573009198651,2652.8871684627593,-1076.1287273483417,-12913.5447281801,-14.554519768600752,102034.12186395228,-208945.13606206398,83262.64079377474,20827.063499050913,-104855.43176923832,-102.76506511130448,-100.0,102034.12186395228,-69943.92364081096,83262.64079377474,20827.063499050913,34145.7806520147,33.4650605388099,5.943305128393472,austin,"Austin, TX",TX,True
North University,Austin,348028.10745083814,3.7874020444027767,-5.546770146494073,444011.785996215,-21.61737178440464,78.5,699.0070086338242,1.0,27.064491064491065,70,1852.3517462362497,638.0515303265365,145.01171143784924,290.0234228756985,2925.438410876334,200,300,75,20.970210259014724,595.9702102590147,3521.4086211353488,-2822.4016125015246,-33868.8193500183,-48.658166718334016,2262.182698430448,2081.2080825560124,-844.2303283203214,-10130.763939843857,-14.554519768600747,80046.46471369277,-169344.09675009147,65320.1097487213,16338.973404303892,-87685.01359706628,-109.54264365165255,-100.0,80046.46471369277,-54871.485277410764,65320.1097487213,16338.973404303892,26787.597875614425,33.465060538809944,5.943305128393472,austin,"Austin, TX",TX,True
North Shoal Creek,Austin,449062.8005711851,5.093220345005611,-6.1798075649563415,600905.2738057063,-25.26895333649829,102.5,608.497504295884,1.5,17.38048490936487,12,2390.100813697288,823.2818010471725,187.10950023799379,374.21900047598757,3774.711115458442,200,300,75,18.25492512887652,593.2549251288765,4367.966040587318,-3759.4685362914342,-45113.62243549721,-50.23086122711007,2918.9082037127027,2685.3955474156865,-1089.3155680427553,-13071.786816513064,-14.554519768600757,103284.44413137257,-225568.11217748604,84282.93804264488,21082.277546882513,-120202.89658795865,-116.38044586372239,-100.0,103284.44413137257,-70801.01383379029,84282.93804264488,21082.277546882513,34564.2017557371,33.46506053880988,5.94330512839345,austin,"Austin, TX",TX,True
Old West Austin,Austin,848678.3047117138,5.186353529724141,-5.746511438073332,1143310.9297393656,-25.77012231439243,136.0,954.0155141187593,1.0,26.237486095661843,100,4517.022349833133,1555.9102253048086,353.6159602965474,707.2319205930949,7133.780456027584,200,300,75,28.620465423562777,603.6204654235628,7737.400921451146,-6783.385407332387,-81400.62488798864,-47.95729102303345,5516.408980626139,5075.096262176048,-2058.6841938515354,-24704.210326218425,-14.554519768600752,195196.0100836942,-407003.12443994323,159285.29569399403,39843.13896673755,-207874.68977921165,-106.49535801991097,-100.0,195196.0100836942,-133805.97171688182,159285.29569399403,39843.13896673755,65322.462943849765,33.465060538809915,5.943305128393472,austin,"Austin, TX",TX,True
Westgate,Austin,568119.5281802826,5.048174470914035,-4.402406236658674,738860.1696561825,-23.108654179498068,0.0,0.0,0.0,0.0,0,3023.7707172668943,1041.552468330518,236.71647007511774,473.4329401502355,4775.4725958227655,200,300,75,0.0,575.0,5350.4725958227655,-5350.4725958227655,-64205.67114987319,-56.50718551739228,3408.7171690816954,3136.01979555516,-1639.4528002676057,-19673.43360321127,-17.314519768600753,130667.491481465,-321028.35574936593,106628.25541000266,26671.667209277162,-187728.4331300861,-143.6688123432102,-100.0,130667.491481465,-106557.6622577353,106628.25541000266,26671.667209277162,26742.260361544526,20.4658863948099,3.7941355214250905,austin,"Austin, TX",TX,True
East Cesar Chavez,Austin,588316.9455803931,6.668242213438513,-8.40890642843094,853714.3372913711,-31.087376668994416,139.0,1985.6142857142854,1.0,56.032979229427625,144,3131.269854806646,1078.5810668973872,245.13206065849712,490.26412131699425,4945.247103679525,200,300,75,59.56842857142856,634.5684285714285,5579.815532250954,-3594.2012465366684,-43130.41495844002,-36.6557646201152,3529.9016734823585,3247.50953960377,-1697.737564075755,-20372.850768909062,-17.314519768600757,135312.8974834904,-215652.07479220012,110419.03406543727,27619.881042214925,-77613.15968454792,-57.35828670287512,-15.672945838583708,135312.8974834904,-110345.93123115551,110419.03406543727,27619.881042214925,27692.983876496684,20.465886394809864,3.7941355214250905,austin,"Austin, TX",TX,True
East Congress,Austin,364837.29439526174,5.663973463179794,-8.499746434117538,525941.9967345403,-30.631648231086828,65.0,47.97369863013697,1.0,3.287671232876712,29,1941.8172983647166,668.8683730579797,152.01553933135907,304.03107866271813,3066.7322894167737,200,300,75,1.439210958904109,576.4392109589041,3643.171500375678,-3595.1978017455413,-43142.3736209465,-59.12549824772903,2371.442413569201,2181.727020483665,-885.0052689331087,-10620.063227197305,-14.554519768600757,83912.5777109102,-215711.86810473248,68474.96394724783,17128.119029479334,-130108.78512800531,-155.05278073597867,-100.0,83912.5777109102,-57521.68804609517,68474.96394724783,17128.119029479334,28081.394930631992,33.46506053880989,5.94330512839345,austin,"Austin, TX",TX,True
West Congress,Austin,379937.5161975816,5.594378912776388,-9.46663836014353,571014.4396667738,-33.46271305865728,131.0,770.021052631579,2.0,15.613382899628252,21,2022.1870203074566,696.5521130288995,158.307298415659,316.614596831318,3193.661028583333,200,300,75,23.100631578947368,598.1006315789474,3791.7616601622804,-3021.7406075307013,-36260.88729036842,-47.71954037767542,2469.5938552842804,2272.026346861538,-921.634681721795,-11059.61618066154,-14.554519768600752,87385.62872544378,-181304.43645184208,71309.06879177364,17837.033387673902,-92158.33427239454,-105.46165956183262,-100.0,87385.62872544378,-59902.44862425813,71309.06879177364,17837.033387673902,29243.653555189405,33.46506053880989,5.94330512839345,austin,"Austin, TX",TX,True
Coronado Hills,Austin,300432.39484166336,4.330954259819042,-10.236722924390374,455261.1161261131,-34.00877338304469,127.0,1876.9386003856866,4.5,59.09545875810936,22,1599.0273753665276,550.7927238763829,125.18016451735974,250.36032903471948,2525.3605927949898,200,300,75,56.3081580115706,631.3081580115706,3156.6687508065606,-1279.730150420874,-15356.761805050488,-25.557766187537712,1952.8105664708119,1796.585721153147,-728.7748716418428,-8745.298459702113,-14.554519768600754,69099.45081358257,-76783.80902525244,56387.0462844749,14104.48410349348,-6292.278637284064,-9.106119604712138,-1.8914337767359846,69099.45081358257,-47367.35734121781,56387.0462844749,14104.48410349348,23124.17304675057,33.46506053880989,5.94330512839345,austin,"Austin, TX",TX,True
Dawson,Austin,571067.5949266871,4.900533105537663,-8.012289754216194,822044.347041048,-30.530804453281966,96.0,993.9478260869564,2.0,34.883720930232556,123,3039.461566565596,1046.957257365593,237.94483121945294,475.8896624389059,4800.253317589548,200,300,75,29.81843478260869,604.8184347826087,5405.071752372157,-4411.1239262852005,-52933.48711542241,-46.34607845522905,3426.4055695601223,3152.2931239953127,-1647.960193594235,-19775.52232313082,-17.31451976860075,131345.54683313804,-264667.435577112,107181.56716643565,26810.070927633205,-130675.79748304316,-99.49008598597887,-65.2063981391755,131345.54683313804,-107110.60769455707,107181.56716643565,26810.070927633205,26881.030399511787,20.46588639480984,3.7941355214250683,austin,"Austin, TX",TX,True
Holly,Austin,562913.4638801514,7.261973332077809,-7.743459732754621,794993.9934065206,-29.192740001960583,141.0,2084.958415841584,2.0,57.496871088861084,206,2996.0618567153706,1032.0080171136108,234.54727661672976,469.0945532334595,4731.711703679171,200,300,75,62.548752475247525,637.5487524752475,5369.260456154418,-3284.3020403128335,-39411.624483754,-35.0068234396904,3377.4807832809083,3107.2823206184357,-1624.4293830607348,-19493.152596728818,-17.314519768600757,129470.09669243482,-197058.12241876998,105651.14843455097,26427.256644958165,-64979.71733926085,-50.18897722276725,-13.010849073899756,129470.09669243482,-105581.2021751849,105651.14843455097,26427.256644958165,26497.202904324236,20.4658863948099,3.7941355214250905,austin,"Austin, TX",TX,True
